Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,Price
16491,NA,4,clayton,3168,20141129,WkEnd,SDay,WrkngDy,sold,3,1,2,59,38,58,N,N,N,N,59.5,107.5,621,1980,0,0,NA,NA,NA,NA,11.9,24.1,0,23.2,1,0.9,1.2,1.18,NA,NA,620,15.4,NrlyLvl,1106000,NA,NA,710000
16492,2,6,clayton,3168,20141025,WkEnd,SDay,WrkngDy,sold,3,2,2,29,70,65,Y,N,Y,Y,59.5,107.5,NA,2009,2,1,612500,580,2009,2009,14.1,18.2,0,24.2,0.1,0.1,2.5,0.47,660000,865000,NA,NA,NA,749000,675850,712000,700000
16493,3,6,clayton,3168,20141025,WkEnd,SDay,WrkngDy,sold,5,3,2,26,77,68,N,N,Y,N,59.5,107.5,NA,1991,3,0,464000,NA,2007,NA,14.1,18.2,0,24.1,1.5,0.8,2.6,0.79,620000,962000,753,NA,GntlyInclnd,808333,635000,962000,700000
16494,NA,3,clayton,3168,20140823,WkEnd,SDay,WrkngDy,sold,3,1,2,59,38,58,N,N,Y,N,59.5,107.5,608,1963,7,1,555000,440,2012,2015,7.4,20.7,0,23.2,1,0.7,1,1.31,925000,1230000,608,19.7,NrlyLvl,1102667,1100000,1210000,712500
16497,NA,8,notting hill,3168,20150228,WkEnd,SDay,WrkngDy,sold,3,2,2,62,25,47,Y,N,N,N,71,38,727,2015,1,0,NA,NA,NA,NA,17.9,32.3,0,25.7,2,1.3,3.7,2.16,925000,1230000,726,NA,GntlyInclnd,NA,1100000,1080000,738000
16498,NA,5,notting hill,3168,20141115,WkEnd,SDay,WrkngDy,sold,4,2,2,62,25,47,N,N,N,N,71,38,976,1970,3,0,45000,NA,1981,NA,12.1,17.6,0,25.4,1.9,1.9,2.2,7.55,880000,1170000,977,NA,GntlyInclnd,NA,1100000,1080000,710000
16499,3,2,clayton,3168,20171220,WkDay,WDay,WrkngDy,sold,3,2,1,58,46,51,N,N,Y,Y,59.5,107.5,NA,1999,2,0,212500,NA,1999,NA,15.8,24.5,20.6,22,0.7,0.7,1.9,0.82,NA,NA,875,19.9,GntlyInclnd,758333,468000,640000,712000
16500,3,6,clayton,3168,20171111,WkEnd,SDay,WrkngDy,sold,3,2,2,30,72,52,Y,N,Y,Y,59.5,107.5,NA,1970,5,1,383000,350,2008,2007,14.8,24.7,0,24.7,0.8,0.8,1.2,0.96,NA,NA,NA,NA,NA,NA,675850,712000,735000
16501,1,5,clayton,3168,20171023,WkDay,MDay,WrkngDy,sold,3,1,1,55,36,52,N,N,Y,N,59.5,107.5,NA,2005,2,0,250000,NA,2005,NA,11.9,19,0,22.7,0.8,0.8,2.5,0.97,NA,NA,NA,NA,NA,780000,675850,712000,720000
16502,2,6,clayton,3168,20170812,WkEnd,SDay,WrkngDy,sold,3,1,1,55,42,52,N,N,Y,Y,59.5,107.5,725,1970,1,4,NA,395,NA,2013,10.3,17.9,2.8,25.3,1.8,0.6,1.7,1.64,NA,NA,723,17.1,NrlyLvl,750000,675850,712000,729500
16503,1,2,clayton,3168,20170706,WkDay,ThDay,WrkngDy,sold,3,1,0,55,42,52,N,N,Y,N,59.5,107.5,336,1988,4,0,96000,NA,1998,NA,4.8,15,0,25,0.6,0.6,1.8,1.48,NA,NA,335,17.2,NrlyLvl,750000,468000,640000,725000
16504,1,2,clayton,3168,20170520,WkEnd,SDay,WrkngDy,sold,3,2,2,31,74,73,Y,N,Y,Y,59.5,107.5,NA,1985,2,0,90000,NA,1986,NA,10.2,19.3,0,24.9,1.3,1.3,3.2,1.13,660000,865000,NA,NA,NA,749000,675850,712000,720000
16505,7,3,clayton,3168,20170324,WkDay,FDay,WrkngDy,sold,3,2,1,60,31,47,N,N,Y,N,59.5,107.5,1817,2000,3,3,488000,480,2011,2017,13.9,24.7,0,23.2,1,0.3,1.4,1.05,660000,865000,NA,NA,NA,NA,675850,712000,705000
16506,2,1,clayton,3168,20160318,WkDay,FDay,WrkngDy,sold,3,2,3,30,87,82,N,N,Y,N,59.5,107.5,NA,2001,2,0,277500,NA,2001,NA,15.2,19.5,13.4,23.2,1.6,0.3,2.1,0.32,690000,910000,NA,NA,NA,749000,712000,730000,725000
16507,NA,6,clayton,3168,20150905,WkEnd,SDay,WrkngDy,sold,3,2,2,59,38,58,Y,N,Y,N,59.5,107.5,440,2004,3,4,298000,370,2003,2012,10.2,14,0,23.2,1.1,0.8,1,1.36,NA,NA,439,19.3,NrlyLvl,NA,950000,1400000,736000
16508,2,6,clayton,3168,20150418,WkEnd,SDay,WrkngDy,sold,4,2,1,31,74,73,Y,N,Y,N,59.5,107.5,NA,NA,2,1,375000,540,2003,2015,13.5,21.9,3.6,24.2,1,1,3,0.97,690000,910000,291,NA,GntlyInclnd,NA,660000,640000,720000
16509,1,4,clayton,3168,20150211,WkDay,WDay,WrkngDy,sold,3,3,2,60,31,47,N,N,N,N,59.5,107.5,NA,2015,1,0,NA,NA,NA,NA,18.1,26.8,0,22.8,1.9,0.1,1.4,1.07,690000,910000,586,16,NrlyLvl,808333,635000,777000,735000
16510,NA,1,clayton,3168,20150127,WkDay,TuDay,WrkngDy,sold,4,1,1,55,36,52,N,N,N,N,59.5,107.5,699,2015,1,0,NA,NA,NA,NA,11.7,19.1,0.6,22.6,0.8,0.8,1.3,0.98,880000,1170000,697,15.2,NrlyLvl,1149629,2350000,950000,740000
16511,NA,1,clayton,3168,20140816,WkEnd,SDay,WrkngDy,sold,3,1,2,52,45,51,N,N,N,N,59.5,107.5,638,1950,1,0,NA,NA,NA,NA,5.4,11.7,0,23.4,1.2,0.7,0.8,0.97,880000,1170000,641,16.1,NrlyLvl,1156296,2350000,950000,720000
16512,NA,3,clayton,3168,20140612,WkDay,ThDay,WrkngDy,sold,4,2,4,40,55,57,N,N,Y,N,59.5,107.5,711,1999,2,3,186500,400,1999,2011,8.6,16.4,0,24.8,0.3,0.3,0.9,0.91,1080000,1430000,696,15.2,NrlyLvl,1259333,1220000,910000,745000
16513,2,3,clayton,3168,20140502,WkDay,FDay,WrkngDy,sold,5,2,2,41,49,61,N,N,Y,Y,59.5,107.5,NA,1970,1,0,NA,NA,NA,NA,9.6,14.4,0,25,0.5,0.6,1.6,1.42,845000,1110000,340,NA,NrlyLvl,790667,545000,962000,740500
16514,NA,4,clayton,3168,20140412,WkEnd,SDay,WrkngDy,sold,3,1,1,40,55,57,N,Y,N,N,59.5,107.5,696,1950,2,0,340000,NA,2005,NA,15.1,22.3,0.4,24.8,0.3,0.5,0.7,1.01,1030000,1360000,696,15.3,NrlyLvl,1182667,2350000,1750000,723500
16515,NA,2,clayton,3168,20140408,WkDay,TuDay,WrkngDy,sold,2,1,3,55,36,52,N,N,Y,N,59.5,107.5,697,1980,1,1,NA,590,NA,2016,16.6,22.1,0,22.7,0.9,0.9,3.1,0.77,975000,1290000,698,22.5,NrlyLvl,1179629,1100000,1030000,720000
16516,NA,1,clayton,3168,20140322,WkEnd,SDay,WrkngDy,sold,4,2,2,41,49,61,N,N,N,N,59.5,107.5,725,2015,1,0,NA,NA,NA,NA,13.4,18.1,1.8,25.1,0.5,0.5,1.8,1.53,925000,1230000,724,16.8,NrlyLvl,NA,1100000,870000,705000
16517,NA,7,clayton,3168,20140301,WkEnd,SDay,WrkngDy,sold,3,2,2,52,45,51,Y,N,Y,N,59.5,107.5,346,1981,0,0,NA,NA,NA,NA,14.5,22.3,0,23.3,1.1,0.6,1,1.34,NA,NA,346,19.7,NrlyLvl,NA,NA,NA,700000
16518,NA,1,clayton,3168,20140109,WkDay,ThDay,WrkngDy,sold,8,2,2,43,57,53,N,N,Y,N,59.5,107.5,NA,NA,2,0,718200,NA,2014,NA,13.4,32.3,0,23.6,0.4,0.4,0.4,1.19,1430000,1920000,1315,NA,NrlyLvl,1261667,NA,NA,718200
16552,1,3,notting hill,3168,20161209,WkDay,FDay,WrkngDy,sold,3,1,2,47,37,42,Y,N,Y,Y,71,38,814,2001,0,0,NA,NA,NA,NA,10,17.3,6.6,23.4,0.9,0.9,2.9,7.03,NA,NA,820,20,GntlyInclnd,NA,NA,NA,710000
16553,NA,8,notting hill,3168,20160430,WkEnd,SDay,WrkngDy,sold,3,1,2,0,28,50,N,N,Y,N,71,38,647,1976,1,0,NA,NA,NA,NA,16.4,24.1,6.2,23.9,1.5,1.5,1.9,7.29,895000,1140000,647,17.5,NrlyLvl,NA,1100000,1080000,710000
16554,NA,9,notting hill,3168,20150305,WkDay,ThDay,WrkngDy,sold,3,1,2,75,26,47,N,Y,Y,Y,71,38,728,1975,2,0,49000,NA,1981,NA,12.6,18.6,0.8,24,1.6,1.7,2,7.16,925000,1230000,728,22.8,NrlyLvl,NA,1100000,1080000,750000
16555,2,9,notting hill,3168,20150221,WkEnd,SDay,WrkngDy,sold,3,2,2,75,26,47,N,N,Y,N,71,38,NA,2012,1,0,NA,NA,NA,NA,18.1,36.1,0,24.9,1.3,1.3,1.6,7.06,765000,1010000,720,18.2,GntlyInclnd,NA,675850,712000,727500
16556,NA,5,notting hill,3168,20141218,WkDay,ThDay,WrkngDy,sold,3,1,0,75,26,47,Y,N,Y,N,71,38,748,1945,4,1,715000,250,2014,2002,11.6,24.8,0,24,1.5,1.7,2,7.16,880000,1170000,748,19.7,NrlyLvl,NA,1100000,1080000,715000
16557,NA,2,notting hill,3168,20141201,WkDay,MDay,WrkngDy,sold,3,1,2,62,25,47,Y,N,Y,N,71,38,711,1970,1,0,NA,NA,NA,NA,20.8,28.1,0,25.3,1.8,1.8,2,7.44,880000,1170000,711,18.2,NrlyLvl,NA,1100000,1080000,715000
16558,NA,2,notting hill,3168,20140316,WkEnd,SDay,WrkngDy,sold,6,2,1,75,26,47,N,N,Y,N,71,38,796,1963,2,0,481000,NA,2008,NA,13.5,20.3,5.6,25.2,1.5,1.6,2,7.01,925000,1230000,800,39.4,NrlyLvl,NA,1210000,1150000,735000
16562,2,9,clayton,3168,20170730,WkEnd,SDay,WrkngDy,sold,3,2,1,30,87,82,N,N,N,N,59.5,107.5,NA,2000,2,0,243000,NA,2001,NA,11.3,18.1,0,23.1,1.6,0.3,2,0.35,NA,NA,NA,NA,NA,749000,780000,962000,708800
16563,1,2,clayton,3168,20170519,WkDay,FDay,WrkngDy,sold,3,2,1,38,63,54,N,N,N,N,59.5,107.5,1186,1975,1,0,NA,NA,NA,NA,10.2,17.8,0,22.6,0.5,0.7,1.3,0.44,690000,910000,1184,NA,NrlyLvl,804000,828000,820000,750000
16564,4,0,clayton,3168,20170513,WkEnd,SDay,WrkngDy,sold,3,1,2,31,69,53,N,N,N,N,59.5,107.5,NA,1985,1,0,NA,NA,NA,NA,8.4,15.6,0.2,23.9,0.4,0.3,0.3,1.3,690000,910000,NA,NA,NA,773667,468000,640000,747000
16565,1,9,clayton,3168,20161202,WkDay,FDay,WrkngDy,sold,3,2,1,41,49,61,N,N,N,N,59.5,107.5,NA,NA,1,0,NA,NA,NA,NA,13,21.6,0,25.3,0.3,0.3,1.6,1.89,NA,NA,755,17.6,NrlyLvl,758333,635000,545000,720000
16566,2,6,clayton,3168,20160416,WkEnd,SDay,WrkngDy,sold,4,3,2,58,46,51,N,N,Y,Y,59.5,107.5,707,2016,1,0,NA,NA,NA,NA,14,20.3,0,22.2,7.3,1.2,9.1,0.56,NA,NA,706,17.6,NrlyLvl,NA,777000,545000,725000
16567,3,9,clayton,3168,20160213,WkEnd,SDay,WrkngDy,sold,3,2,2,26,80,81,N,N,Y,Y,59.5,107.5,NA,2002,0,0,NA,NA,NA,NA,17.7,30.3,0,22.7,2.2,1,1.4,0.79,NA,NA,356,NA,GntlyInclnd,NA,NA,NA,725000
16568,4,9,clayton,3168,20151107,WkEnd,SDay,WrkngDy,sold,3,2,2,43,57,53,N,N,Y,N,59.5,107.5,NA,2011,1,0,NA,NA,NA,NA,11.9,16.8,1.2,23.6,0.4,0.5,0.8,1.23,690000,910000,1365,NA,NrlyLvl,749000,675850,712000,732000
16569,8,5,clayton,3168,20151019,WkDay,MDay,WrkngDy,sold,3,2,2,64,33,50,N,N,N,N,59.5,107.5,NA,2011,2,0,570168,NA,2012,NA,8.3,26.7,0,23.7,1.4,2.4,1,0.57,690000,910000,NA,NA,NA,749000,635000,777000,700000
16570,2,6,clayton,3168,20151016,WkDay,FDay,WrkngDy,sold,4,2,2,12,80,84,N,N,N,N,59.5,107.5,695,1999,1,5,NA,580,NA,2017,17,23.8,0,24.3,2.4,0.9,1.1,1.06,690000,910000,694,NA,NrlyLvl,NA,635000,545000,730000
16571,3,9,clayton,3168,20150418,WkEnd,SDay,WrkngDy,sold,3,2,2,43,57,53,N,N,Y,Y,59.5,107.5,NA,2011,0,0,NA,NA,NA,NA,13.5,21.9,3.6,23.6,0.4,0.5,0.8,1.23,800000,1060000,1365,NA,NrlyLvl,749000,675850,712000,722000
16572,NA,5,clayton,3168,20140830,WkEnd,SDay,WrkngDy,sold,3,1,2,31,69,53,N,N,N,N,59.5,107.5,737,2014,1,0,NA,NA,NA,NA,10.4,21.1,0,24.1,1,2,0.6,0.95,1180000,1580000,738,16.1,NrlyLvl,1128500,1100000,1220000,707000
16573,NA,2,clayton,3168,20140303,WkDay,MDay,WrkngDy,sold,3,2,2,38,65,57,Y,N,Y,Y,59.5,107.5,NA,NA,0,0,NA,NA,NA,NA,15.3,23.2,0,24.8,1.1,1.7,1.5,1.14,NA,NA,1127,18.3,NrlyLvl,NA,NA,NA,700000
16580,2,9,clayton,3168,20171202,WkEnd,SDay,WrkngDy,sold,3,1,2,41,49,61,Y,N,Y,N,59.5,107.5,NA,1980,3,0,215000,NA,2000,NA,14.7,16.4,20.6,25,0.6,0.6,1.9,1.46,NA,NA,248,NA,NrlyLvl,756333,468000,640000,791000
16581,2,8,clayton,3168,20171028,WkEnd,SDay,WrkngDy,sold,3,2,1,58,46,51,N,N,Y,N,59.5,107.5,711,2003,1,0,NA,NA,NA,NA,15,21.4,0.4,22.4,2,0.6,2.8,0.6,NA,NA,709,17.7,NrlyLvl,834000,962000,835000,800000
16582,NA,6,clayton,3168,20170902,WkEnd,SDay,WrkngDy,sold,4,3,2,49,52,57,Y,N,Y,Y,59.5,107.5,NA,NA,2,0,730000,NA,2015,NA,7.3,18.4,0,24.4,0.3,0.5,1,0.67,NA,NA,NA,NA,NA,863667,468000,640000,770000
16583,NA,4,clayton,3168,20170819,WkEnd,SDay,WrkngDy,sold,2,1,1,25,73,77,N,N,Y,Y,59.5,107.5,207,1980,1,2,NA,NA,NA,2011,5.9,11.8,7.2,22.9,1.6,0.071,1.7,0.76,NA,NA,NA,NA,NA,NA,1080000,1100000,753000
16584,1,6,clayton,3168,20170716,WkEnd,SDay,WrkngDy,sold,3,2,1,44,67,61,Y,N,N,N,59.5,107.5,727,2015,1,0,NA,NA,NA,NA,3,12.5,0,24.9,0.9,1,1.2,1.33,NA,NA,731,16,NrlyLvl,750667,962000,701000,760000
16585,2,4,clayton,3168,20160820,WkEnd,SDay,WrkngDy,sold,3,2,1,31,69,53,Y,N,Y,N,59.5,107.5,NA,1970,1,0,NA,NA,NA,NA,6.9,13.6,9.4,23.7,0.8,0.2,0.7,1.05,725000,955000,347,NA,NA,800667,635000,777000,760000
16586,2,3,clayton,3168,20160712,WkDay,TuDay,WrkngDy,sold,5,3,1,41,49,61,N,N,Y,N,59.5,107.5,NA,1960,3,0,590000,NA,2010,NA,10.7,13.7,0,25.2,0.3,0.3,1.3,1.92,725000,955000,241,NA,GntlyInclnd,828667,468000,640000,788000
16587,1,3,clayton,3168,20160625,WkEnd,SDay,WrkngDy,sold,4,3,2,43,57,53,N,N,Y,Y,59.5,107.5,710,2016,2,1,670000,670,2014,2016,5.6,12.7,2,23.4,0.9,0.5,0.6,1.13,NA,NA,709,17.6,NrlyLvl,833667,635000,777000,783000
16588,NA,4,clayton,3168,20150407,WkDay,TuDay,WrkngDy,sold,3,1,1,64,33,50,Y,N,Y,Y,59.5,107.5,599,1960,2,0,487000,NA,2008,NA,12.4,17.3,0,23,0.1,0.1,1.2,1.25,880000,1170000,602,15.3,NrlyLvl,1066000,950000,1400000,780000
16589,1,5,clayton,3168,20150217,WkDay,TuDay,WrkngDy,sold,4,2,2,31,69,53,N,N,Y,Y,59.5,107.5,NA,NA,0,0,NA,NA,NA,NA,17.6,20.6,0,23.5,0.6,0.4,0.5,1.07,NA,NA,707,17.5,NrlyLvl,NA,NA,NA,750000
16590,NA,1,notting hill,3168,20151010,WkEnd,SDay,WrkngDy,sold,3,1,2,62,25,47,N,N,N,N,71,38,666,1960,1,0,NA,NA,NA,NA,17.5,29.2,0,25,1.3,1.4,1.8,7.08,765000,1010000,667,17.9,NrlyLvl,NA,895000,1000000,760000
16591,NA,8,notting hill,3168,20141213,WkEnd,SDay,WrkngDy,sold,7,3,2,47,37,42,Y,N,N,N,71,38,725,2010,2,1,634500,150,2009,2011,14.4,30.7,0,23.9,1.5,1.1,2.1,6.89,925000,1230000,726,NA,ModInclnd,NA,1130000,1600000,771000
16592,1,0,clayton,3168,20170928,WkDay,ThDay,WrkngDy,sold,6,2,1,31,74,73,N,N,N,N,59.5,107.5,827,2004,1,0,NA,NA,NA,NA,10.4,18.5,0,24.9,1.3,1.3,3.2,1.11,NA,NA,825,19.5,NrlyLvl,853333,660000,739000,771000
16593,1,5,clayton,3168,20160430,WkEnd,SDay,WrkngDy,sold,4,3,2,55,36,52,N,N,Y,Y,59.5,107.5,NA,2011,2,0,620099,NA,2011,NA,16.4,24.1,6.2,22.4,1,1.1,2.8,0.85,725000,955000,696,15.3,GntlyInclnd,842000,635000,777000,775000
16594,NA,7,clayton,3168,20151018,WkEnd,SDay,WrkngDy,sold,3,2,1,16,67,74,N,N,Y,N,59.5,107.5,186,2012,2,0,485000,NA,2013,NA,12.6,17.7,0,22.4,0.059,0.059,1.6,1,765000,1010000,NA,NA,NA,749000,1240000,1120000,760000
16595,1,0,clayton,3168,20151010,WkEnd,SDay,WrkngDy,sold,4,3,1,55,42,52,Y,N,N,N,59.5,107.5,726,2014,2,0,645000,NA,2014,NA,17.5,29.2,0,25,0.9,0.9,2,1.43,690000,910000,725,17.1,NrlyLvl,NA,1100000,1140000,751666
16596,NA,1,clayton,3168,20150923,WkDay,WDay,WrkngDy,sold,3,1,2,64,33,50,Y,Y,N,N,59.5,107.5,739,1947,1,0,NA,NA,NA,NA,8.5,12.6,0,23.6,1.4,2.5,1.1,0.52,845000,1110000,739,NA,GntlyInclnd,1068667,735000,1400000,755000
16597,2,1,clayton,3168,20150618,WkDay,ThDay,WrkngDy,sold,4,2,1,35,57,64,N,N,Y,Y,59.5,107.5,NA,1985,2,1,370000,550,2005,2009,10.7,12.7,1,23.9,1.1,0.4,2.2,0.36,765000,1010000,232,NA,NrlyLvl,885333,468000,640000,775000
16598,NA,9,clayton,3168,20141011,WkEnd,SDay,WrkngDy,sold,3,1,1,49,52,57,Y,N,N,N,59.5,107.5,710,1980,1,0,NA,NA,NA,NA,13.7,20,0,24.7,0.2,0.2,1,0.8,1080000,1430000,710,15.6,NrlyLvl,1245629,2350000,828000,770000
16599,NA,9,clayton,3168,20140924,WkDay,WDay,WrkngDy,sold,4,1,2,55,42,52,Y,N,Y,N,59.5,107.5,730,1950,6,1,608000,390,2013,2015,15,23.8,0,25.4,1.6,0.4,1.5,1.82,880000,1170000,730,16.9,NrlyLvl,1111667,1240000,1120000,765000
16600,NA,5,clayton,3168,20140621,WkEnd,SDay,WrkngDy,sold,3,1,1,41,49,61,N,N,N,N,59.5,107.5,NA,NA,3,1,220000,220,2001,2005,11.7,15.9,0,24.8,0.8,0.8,2.1,1.3,660000,865000,726,17,NrlyLvl,1058333,1100000,870000,770000
16601,NA,9,clayton,3168,20140504,WkEnd,SDay,WrkngDy,sold,4,2,2,14,87,74,N,N,N,N,59.5,107.5,NA,NA,0,0,NA,NA,NA,NA,8.6,13.2,5.6,24.8,2.5,0.8,1.7,1.43,NA,NA,750,16.6,NrlyLvl,NA,NA,NA,795000
16602,NA,3,clayton,3168,20140405,WkEnd,SDay,WrkngDy,sold,4,2,2,58,46,51,N,N,Y,N,59.5,107.5,697,2009,2,0,450500,NA,2009,NA,14.8,24.2,0,22.5,1.5,0.8,1.7,0.54,925000,1230000,693,17.3,NrlyLvl,1193963,1120000,950000,775000
16603,NA,5,clayton,3168,20140315,WkEnd,SDay,WrkngDy,sold,3,1,2,43,57,53,N,N,Y,Y,59.5,107.5,700,2016,1,0,NA,NA,NA,NA,16.6,29.5,0,23.4,0.8,0.6,0.7,1.3,1080000,1430000,698,17.4,NrlyLvl,NA,1100000,1220000,785000
16632,NA,7,notting hill,3168,20160321,WkDay,MDay,WrkngDy,sold,3,1,5,75,26,47,Y,N,Y,N,71,38,722,1980,1,0,NA,NA,NA,NA,11.2,23.5,0,25.1,1.5,1.6,1.9,7.1,845000,1110000,723,19.3,NrlyLvl,NA,1100000,1080000,800000
16633,NA,0,notting hill,3168,20150912,WkEnd,SDay,WrkngDy,sold,3,1,0,62,25,47,N,N,N,N,71,38,731,1975,4,2,275000,300,2004,2010,12.2,21.7,0,25.6,1.9,2.1,2.3,2,765000,1010000,731,18.5,NrlyLvl,NA,1100000,1080000,791000
16634,1,5,notting hill,3168,20150816,WkEnd,SDay,WrkngDy,sold,3,2,2,0,67,55,N,N,Y,N,71,38,NA,NA,0,0,NA,NA,NA,NA,4.7,17,0.2,23.7,0.8,0.8,2.9,7.37,NA,NA,NA,NA,NA,NA,NA,NA,751000
16635,NA,9,notting hill,3168,20150512,WkDay,TuDay,WrkngDy,sold,3,1,2,62,25,47,N,N,Y,Y,71,38,753,1960,2,1,105000,300,1991,2008,12.8,17.4,0,25,1.4,1.5,1.8,7,845000,1110000,753,NA,GntlyInclnd,NA,1100000,1080000,767080
16636,NA,9,notting hill,3168,20150305,WkDay,ThDay,WrkngDy,sold,3,1,2,75,26,47,N,Y,Y,Y,71,38,728,1975,2,0,49000,NA,1981,NA,12.6,18.6,0.8,24,1.6,1.7,2,7.16,925000,1230000,728,22.8,NrlyLvl,NA,1100000,1080000,750000
16637,NA,2,notting hill,3168,20141110,WkDay,MDay,WrkngDy,sold,4,2,3,75,26,47,Y,N,Y,Y,71,38,720,1981,4,0,170500,NA,2000,NA,11,19.6,0,23.7,1.4,1.4,1.8,7.04,925000,1230000,720,19.9,GntlyInclnd,NA,990000,1160000,800000
16640,3,1,clayton,3168,20170628,WkDay,WDay,WrkngDy,sold,3,2,1,12,80,84,N,N,Y,N,59.5,107.5,NA,1995,2,2,167000,390,1998,2011,6.8,14.1,0,25.8,1.6,1.6,1.5,1.14,725000,955000,NA,NA,NA,875000,468000,640000,790000
16641,1,0,clayton,3168,20170616,WkDay,FDay,WrkngDy,sold,3,2,1,29,80,80,N,N,N,N,59.5,107.5,NA,1998,4,1,505123,360,2013,2011,6.6,17.1,0,25,2.7,0.9,1.9,1.27,600000,790000,318,NA,NrlyLvl,875000,701000,925000,780000
16642,1,2,clayton,3168,20170519,WkDay,FDay,WrkngDy,sold,3,2,1,38,63,54,N,N,N,N,59.5,107.5,1186,1975,1,0,NA,NA,NA,NA,10.2,17.8,0,22.6,0.5,0.7,1.3,0.44,690000,910000,1184,NA,NrlyLvl,804000,828000,820000,750000
16643,2,4,clayton,3168,20170225,WkEnd,SDay,WrkngDy,sold,3,2,2,38,63,54,N,N,Y,Y,59.5,107.5,NA,1990,1,1,NA,530,NA,2017,13.7,19.4,0,22.5,0.7,0.9,1.5,0.3,531000,912000,727,20.3,NrlyLvl,804000,675850,712000,795000
16644,2,3,clayton,3168,20160319,WkEnd,SDay,WrkngDy,sold,4,3,2,34,66,73,Y,N,Y,Y,59.5,107.5,NA,1970,2,0,650000,NA,2011,NA,12,18.8,5.8,25.2,2.9,1,1.6,1.9,NA,NA,223,NA,NrlyLvl,877000,468000,640000,795000
16645,NA,3,clayton,3168,20160220,WkEnd,SDay,WrkngDy,sold,3,1,2,52,45,51,N,N,N,N,59.5,107.5,613,1980,1,0,NA,NA,NA,NA,15.8,20.8,0,23.3,1.1,0.6,0.9,1.37,NA,NA,599,15,NrlyLvl,1069333,1100000,385000,760000
16646,NA,5,clayton,3168,20150418,WkEnd,SDay,WrkngDy,sold,4,1,2,44,54,48,Y,N,Y,Y,59.5,107.5,458,1950,2,1,371500,NA,2003,2011,13.5,21.9,3.6,22.4,0.7,0.9,1.5,0.33,800000,1060000,452,16.1,NrlyLvl,1011333,828000,1000000,785000
16647,NA,2,clayton,3168,20140620,WkDay,FDay,WrkngDy,sold,4,1,1,44,67,61,N,N,N,N,59.5,107.5,NA,NA,2,4,115000,1260,1992,2013,9.4,15.8,0,25.1,0.7,0.9,1.1,1.47,925000,1230000,700,15.4,NrlyLvl,1254629,2350000,1750000,770000
16648,NA,0,clayton,3168,20140308,WkEnd,SDay,WrkngDy,sold,3,1,2,31,69,53,N,N,Y,N,59.5,107.5,728,1950,3,2,380125,400,2004,2010,14.8,27.4,0,23.6,0.2,0.2,0.7,0.99,1030000,1360000,740,18.3,NrlyLvl,1254629,735000,2350000,800000
16655,NA,1,notting hill,3168,20150812,WkDay,WDay,WrkngDy,sold,3,1,4,0,28,50,N,N,Y,N,71,38,736,1978,1,0,NA,NA,NA,NA,9.3,14.8,0,24,1.9,1.1,3.5,7.48,NA,NA,736,NA,GntlyInclnd,NA,1140000,1800000,780000
16656,NA,5,clayton,3168,20171123,WkDay,ThDay,WrkngDy,sold,3,2,2,55,36,52,Y,N,Y,Y,59.5,107.5,258,2000,2,0,561288,NA,2011,NA,16.2,31.9,0,22.8,1.2,1.2,1.2,0.83,NA,NA,703,NA,GntlyInclnd,876500,2350000,950000,828000
16657,2,8,clayton,3168,20171028,WkEnd,SDay,WrkngDy,sold,3,2,1,58,46,51,N,N,Y,N,59.5,107.5,711,2003,1,0,NA,NA,NA,NA,15,21.4,0.4,22.4,2,0.6,2.8,0.6,NA,NA,709,17.7,NrlyLvl,834000,962000,835000,800000
16658,NA,3,clayton,3168,20150410,WkDay,FDay,WrkngDy,sold,2,2,2,49,52,57,N,N,N,N,59.5,107.5,697,1980,1,0,NA,NA,NA,NA,8.6,18.7,0,24.8,0.4,0.4,1.2,0.84,1030000,1360000,693,15.2,NrlyLvl,1147833,1100000,1210000,845000
16659,NA,3,clayton,3168,20141122,WkEnd,SDay,WrkngDy,sold,3,1,2,52,45,51,N,N,Y,N,59.5,107.5,711,2017,2,5,27250,350,1978,2009,12.9,31,0,23.4,0.7,0.4,0.7,1.02,NA,NA,710,15.3,NrlyLvl,829000,1100000,1220000,840000
16661,NA,0,notting hill,3168,20160426,WkDay,TuDay,WrkngDy,sold,4,2,2,62,25,47,N,N,Y,N,71,38,725,1995,2,0,135000,NA,1995,NA,11.3,25.6,0,25.4,1.8,2,2.2,7.53,845000,1110000,726,18.4,NrlyLvl,NA,1140000,1170000,838000
16662,NA,7,notting hill,3168,20150919,WkEnd,SDay,WrkngDy,sold,3,1,2,0,28,50,N,N,N,N,71,38,857,1970,3,1,568988,380,2009,2011,6.5,21.3,0,24,1.9,1.1,3.4,7.43,845000,1110000,857,26,NrlyLvl,NA,1100000,1080000,810000
