Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,Price
271,5,25,burwood,3125,20160330,WkDay,WDay,WrkngDy,sold,AptTwHse,2,1,2,54,35,47,N,N,Y,Y,108.5,116.5,NA,NA,5,3,595000,320,2014,2011,15.5,18.7,0,16.7,0.3,0.3,0.9,2.11,600000,790000,NA,NA,NA,717333,420000,653000,650000
272,NA,13,burwood,3125,20150523,WkEnd,SDay,WrkngDy,sold,Hse,2,2,1,69,26,42,N,N,Y,Y,108.5,116.5,216,1996,3,0,285000,NA,2002,NA,10.4,13.3,0,19.4,2.1,0.2,0.7,2.28,845000,1110000,216,NA,GntlyInclnd,NA,1200000,780000,635500
273,NA,113,burwood,3125,20150423,WkDay,ThDay,WrkngDy,sold,Hse,4,2,2,74,5,41,Y,N,Y,N,108.5,116.5,283,2014,1,0,NA,NA,NA,NA,12.2,19.2,0,17.2,1,1,1.5,2.68,1080000,1430000,283,NA,GntlyInclnd,NA,NA,NA,633000
274,2,41,burwood,3125,20141014,WkDay,TuDay,WrkngDy,sold,AptHse,3,1,0,47,48,71,Y,N,Y,N,108.5,116.5,NA,2005,1,2,NA,NA,NA,2011,8.6,15.6,6,17.4,1.2,0.7,2,1.18,690000,910000,510,NA,NrlyLvl,1016333,790000,1230000,650000
275,NA,1,burwood,3125,20140527,WkDay,TuDay,WrkngDy,sold,Hse,3,1,1,56,35,52,N,N,N,N,108.5,116.5,591,1950,4,0,630000,NA,2014,NA,14.8,20.5,0,19.1,1.2,0.069,0.3,1.68,NA,NA,590,18,GntlyInclnd,1693333,1170000,980000,630000
276,3,2,burwood,3125,20140412,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,1,52,44,58,N,N,Y,N,108.5,116.5,NA,1990,2,1,225000,450,1999,2010,15.1,22.3,0.4,16.5,0.2,0.2,1.3,1.71,690000,910000,NA,NA,NA,904000,882000,770000,640000
277,3,16,burwood,3125,20140412,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,48,41,66,N,N,Y,Y,108.5,116.5,NA,2005,4,1,600000,395,2014,2010,15.1,22.3,0.4,18,1.9,0.5,1.6,1.33,NA,NA,NA,NA,NA,701833,670000,460000,600000
278,1,10,burwood,3125,20140412,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,41,64,76,N,N,Y,N,108.5,116.5,NA,1975,3,0,650000,NA,2014,NA,15.1,22.3,0.4,17.1,0.9,0.4,2.3,1.47,660000,865000,852,20.5,NrlyLvl,713167,653000,670000,650000
279,3,10,burwood,3125,20140409,WkDay,WDay,WrkngDy,sold,AptFlat,3,2,2,48,41,66,N,N,Y,N,108.5,116.5,NA,1990,3,0,252500,NA,2000,NA,16.8,17.9,13.4,18,1.8,1.5,1.4,1.41,765000,1010000,295,NA,NrlyLvl,990333,900890,882000,645000
335,1,5,burwood,3125,20141016,WkDay,ThDay,WrkngDy,sold,AptFlat,2,1,1,48,41,66,N,N,Y,N,108.5,116.5,NA,1970,4,0,610000,NA,2014,NA,11,15.6,0,18,1.7,1.4,1.5,1.47,NA,NA,NA,NA,NA,713667,758000,460000,610000
336,2,14,burwood,3125,20140115,WkDay,WDay,WrkngDy,sold,TwnHse,3,2,2,69,26,42,N,N,Y,N,108.5,116.5,NA,2005,1,3,NA,440,NA,2013,26.6,41.6,0.2,19.3,0.3,0.3,0.3,2.16,765000,1010000,990,21.5,NrlyLvl,907333,891000,1410000,638000
340,2,277,burwood,3125,20170527,WkEnd,SDay,WrkngDy,sold,TwnHse,2,1,1,65,23,42,N,N,Y,N,108.5,116.5,755,2015,2,0,628000,NA,2015,NA,11.9,17.8,0,15.8,0.6,0.2,0.3,1.06,575000,750000,740,17.3,GntlyInclnd,NA,541500,1050000,700000
341,14,1,burwood,3125,20160912,WkDay,MDay,WrkngDy,sold,AptFlat,3,2,1,64,21,45,N,N,Y,Y,108.5,116.5,2029,1999,2,0,315000,NA,2001,NA,9.9,13.6,1.6,17.4,0.8,0.5,0.8,1.33,630000,825000,NA,NA,NA,NA,1250000,882000,672000
342,2,17,burwood,3125,20160704,WkDay,MDay,WrkngDy,sold,AptFlat,3,1,1,55,39,43,Y,N,Y,N,108.5,116.5,NA,2005,3,0,528000,NA,2011,NA,10.4,12.7,0,17,1.1,0.9,1.7,1.09,660000,865000,695,20.9,GntlyInclnd,NA,900890,882000,691850
343,NA,45,burwood,3125,20151114,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,59,39,52,Y,N,Y,N,108.5,116.5,274,1999,5,2,321000,440,2005,2012,12.1,18.3,0.2,17.1,1.3,0.5,1.6,2.45,NA,NA,NA,NA,NA,NA,1300000,1650000,670000
344,9,33,burwood,3125,20150926,WkEnd,SDay,WrkngDy,sold,TwnHse,3,1,1,52,44,58,N,N,Y,N,108.5,116.5,NA,1995,2,1,188500,260,1998,2006,6.6,17.9,0,16.7,0.3,0.4,1.1,1.65,660000,865000,NA,NA,NA,831000,900890,882000,675000
345,7,411413,burwood,3125,20150711,WkEnd,SDay,WrkngDy,sold,TwnHse,2,2,1,56,35,52,N,N,N,N,108.5,116.5,115,1991,1,0,NA,NA,NA,NA,10.9,13.1,0.2,25.5,3.3,5.3,3.5,1.55,NA,NA,600,16.3,NrlyLvl,774000,604000,730000,685000
346,12,33,burwood,3125,20150620,WkEnd,SDay,WrkngDy,sold,AptFlat,3,1,2,52,44,58,Y,N,Y,Y,108.5,116.5,NA,1995,4,0,620000,NA,2014,NA,4.1,11.6,0,16.7,0.3,0.4,1.1,1.65,690000,910000,NA,NA,NA,896333,420000,653000,668000
347,NA,29,burwood,3125,20150617,WkDay,WDay,WrkngDy,sold,Hse,3,1,1,52,44,58,N,N,Y,N,108.5,116.5,14750,2007,3,0,447000,NA,2007,NA,11.7,13.8,0,16.5,1.6,0.5,1.1,1.67,NA,NA,NA,NA,NA,NA,840000,839000,687500
348,NA,18,burwood,3125,20140906,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,74,5,41,N,N,Y,Y,108.5,116.5,188,1980,2,0,530000,NA,2011,NA,6,18.1,0,16.6,1.2,0.9,1.1,2.5,NA,NA,NA,NA,NA,730667,1200000,850000,672000
351,1,11,burwood,3125,20171014,WkEnd,SDay,WrkngDy,sold,BlkUnt,2,1,1,53,43,59,Y,N,Y,Y,108.5,116.5,NA,1979,2,0,70000,NA,1985,NA,8.2,16.1,0,19.9,2.7,0.3,1.7,1.03,NA,NA,NA,NA,NA,637667,670000,758000,650000
352,NA,11,burwood,3125,20170817,WkDay,ThDay,WrkngDy,sold,TwnHse,2,1,1,51,49,49,N,N,Y,Y,108.5,116.5,NA,1980,1,1,NA,420,NA,2014,9.3,15.6,1.8,17,1,0.079,0.9,0.79,NA,NA,NA,NA,NA,NA,720000,830000,668000
353,2,107,burwood,3125,20170603,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,31,62,79,N,N,N,N,108.5,116.5,NA,1975,1,0,NA,NA,NA,NA,9.9,14.3,0,18,1.1,0.4,3.1,1.87,520000,680000,NA,NA,NA,716667,670000,739000,700000
354,3,5,burwood,3125,20170506,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,48,41,66,N,N,Y,N,108.5,116.5,NA,1970,2,3,68000,350,1984,2010,9.6,20,0.2,18,1.7,1.4,1.5,1.47,600000,790000,NA,NA,NA,693667,670000,758000,690000
355,NA,29,burwood,3125,20161121,WkDay,MDay,WrkngDy,sold,TwnHse,3,1,2,52,44,58,Y,N,N,N,108.5,116.5,NA,NA,1,0,NA,NA,NA,NA,17.9,35,0,16.5,1.6,0.5,1,1.67,690000,910000,237,NA,GntlyInclnd,896333,1300000,1650000,700000
356,9,1,burwood,3125,20160529,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,2,64,21,45,N,N,N,N,108.5,116.5,2029,1999,1,5,NA,480,NA,2011,8.7,13.9,4.2,17.4,0.8,0.5,0.8,1.32,660000,865000,NA,NA,NA,NA,1250000,882000,687500
357,5,25,burwood,3125,20160330,WkDay,WDay,WrkngDy,sold,AptTwHse,2,1,2,54,35,47,N,N,Y,Y,108.5,116.5,NA,NA,5,3,595000,320,2014,2011,15.5,18.7,0,16.7,0.3,0.3,0.9,2.11,600000,790000,NA,NA,NA,717333,420000,653000,650000
358,1,118,burwood,3125,20160305,WkEnd,SDay,WrkngDy,sold,Hse,3,2,3,57,33,61,N,N,Y,N,108.5,116.5,NA,1955,3,1,353000,275,2008,2003,20.4,23.7,1.2,18,1.1,1.1,4.7,2.95,800000,1310000,NA,NA,NA,960000,840000,916000,692000
359,2,35,burwood,3125,20151107,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,56,35,52,Y,N,N,N,108.5,116.5,300,1965,4,0,155600,NA,2000,NA,11.9,16.8,1.2,20.6,1.2,0.4,0.8,1.36,630000,825000,NA,NA,NA,713167,720000,660000,660000
360,2,9,burwood,3125,20150919,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,52,44,58,N,N,Y,Y,108.5,116.5,NA,1998,4,0,341000,NA,2005,NA,6.5,21.3,0,16.4,1.8,0.4,1,1.63,415000,985000,NA,NA,NA,NA,653000,670000,695000
361,2,385,burwood,3125,20141224,WkDay,WDay,WrkngDy,sold,TwnHse,3,2,1,56,35,52,N,N,Y,Y,108.5,116.5,300,2007,2,2,618000,590,2007,2017,14.4,21.3,0.6,20.6,3.1,4.8,3.4,1.4,725000,955000,223,NA,GntlyInclnd,899667,840000,916000,675000
362,2,41,burwood,3125,20141014,WkDay,TuDay,WrkngDy,sold,AptHse,3,1,0,47,48,71,Y,N,Y,N,108.5,116.5,NA,2005,1,2,NA,NA,NA,2011,8.6,15.6,6,17.4,1.2,0.7,2,1.18,690000,910000,510,NA,NrlyLvl,1016333,790000,1230000,650000
363,NA,9,burwood,3125,20141004,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,1,55,39,43,Y,N,N,N,108.5,116.5,302,1993,2,0,137500,NA,1993,NA,8.7,26.3,0.2,16.9,1,0.8,1.7,1.14,925000,1230000,NA,NA,NA,966667,1340000,1500000,675000
364,1,20,burwood,3125,20140816,WkEnd,SDay,WrkngDy,sold,AptFlat,3,1,2,54,35,47,N,N,Y,N,108.5,116.5,NA,1976,4,2,132500,475,1993,2017,5.4,11.7,0,16.4,0.9,0.6,0.9,2.16,700000,1390000,1045,18.9,NrlyLvl,812333,840000,839000,658000
365,4,20,burwood,3125,20140722,WkDay,TuDay,WrkngDy,sold,TwnHse,2,2,1,52,39,58,Y,N,Y,N,108.5,116.5,NA,2014,1,0,NA,NA,NA,NA,5.2,12.2,0,19.2,0.3,0.3,0.4,2.12,660000,865000,1003,NA,NrlyLvl,NA,1080000,1200000,670000
366,2,1,burwood,3125,20140628,WkEnd,SDay,WrkngDy,sold,TwnHse,3,1,2,57,20,36,N,N,Y,N,108.5,116.5,NA,1986,4,3,594480,335,2010,2008,9.7,13.3,0,15.8,0.1,0.8,0.3,1.25,765000,1010000,NA,NA,NA,1409333,1250000,882000,665000
367,1,10,burwood,3125,20140412,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,41,64,76,N,N,Y,N,108.5,116.5,NA,1975,3,0,650000,NA,2014,NA,15.1,22.3,0.4,17.1,0.9,0.4,2.3,1.47,660000,865000,852,20.5,NrlyLvl,713167,653000,670000,650000
368,1,21,burwood,3125,20140410,WkDay,ThDay,WrkngDy,sold,AptFlat,3,1,1,64,30,50,Y,N,Y,Y,108.5,116.5,363,2008,1,0,NA,NA,NA,NA,16.7,19,18.2,18.5,1.5,0.7,1.2,1.39,765000,1010000,NA,NA,NA,830000,901000,1160000,681000
369,NA,24,burwood,3125,20140322,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,48,41,66,Y,N,Y,N,108.5,116.5,603,1950,4,0,140000,NA,1989,NA,13.4,18.1,1.8,18.3,0.6,0.2,1.2,1.14,1080000,1430000,602,15.7,NrlyLvl,1138333,901000,1240000,665000
370,NA,3,burwood,3125,20140222,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,42,43,65,Y,N,Y,N,108.5,116.5,595,1960,2,0,700000,NA,2014,NA,14.1,19.3,0.6,17.1,0.6,0.3,1.7,2.14,1180000,1580000,606,19.7,GntlyInclnd,1500333,1680000,1600000,700000
432,1,5,burwood,3125,20171224,WkEnd,SDay,WrkngDy,sold,BlkUnt,2,1,1,48,41,66,N,N,Y,N,108.5,116.5,NA,1970,4,0,610000,NA,2014,NA,15.8,19.4,0.4,18,1.7,1.4,1.5,1.47,NA,NA,NA,NA,NA,713667,758000,460000,670000
433,NA,2,burwood,3125,20141129,WkEnd,SDay,WrkngDy,sold,DevSte,NA,NA,0,52,19,38,N,N,N,N,108.5,116.5,818,2015,2,1,430000,45000,2012,2017,11.9,24.1,0,19.1,1.4,0.3,2.6,0.61,NA,NA,NA,NA,NA,1428667,1440000,2200000,665000
435,NA,2,burwood,3125,20171209,WkEnd,SDay,WrkngDy,sold,SmiDtchd,2,1,1,64,30,50,Y,N,N,N,108.5,116.5,1183,1978,2,0,31500,NA,1978,NA,12.7,23,0,20.2,1.6,0.8,1.3,1.16,845000,1110000,NA,NA,NA,637667,NA,NA,711500
436,1,16,burwood,3125,20171118,WkEnd,SDay,WrkngDy,sold,Villa,2,1,0,47,48,71,Y,N,N,N,108.5,116.5,NA,1950,2,0,410000,NA,2013,NA,16.1,28.1,0,17.5,1.9,0.7,2,1.1,NA,NA,268,NA,GntlyInclnd,719333,670000,739000,701000
437,2,277,burwood,3125,20170527,WkEnd,SDay,WrkngDy,sold,TwnHse,2,1,1,65,23,42,N,N,Y,N,108.5,116.5,755,2015,2,0,628000,NA,2015,NA,11.9,17.8,0,15.8,0.6,0.2,0.3,1.06,575000,750000,740,17.3,GntlyInclnd,NA,541500,1050000,700000
438,8,33,burwood,3125,20160917,WkEnd,SDay,WrkngDy,sold,AptFlat,3,1,2,52,44,58,Y,N,Y,Y,108.5,116.5,NA,1995,2,0,159000,NA,1995,NA,11.1,19.8,0,16.7,0.3,0.4,1.1,1.65,690000,910000,NA,NA,NA,831000,882000,1320000,746000
439,2,3,burwood,3125,20160917,WkEnd,SDay,WrkngDy,sold,TwnHse,3,1,2,43,44,68,N,N,Y,N,108.5,116.5,NA,1998,2,0,225000,NA,1998,NA,11.1,19.8,0,17.7,0.5,0.2,1.8,1.35,690000,910000,231,NA,GntlyInclnd,769000,653000,723000,745000
440,3,124,burwood,3125,20160827,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,1,55,39,43,N,N,Y,Y,108.5,116.5,NA,2000,3,3,385000,520,2003,2016,9.3,16.3,0,16.9,1.4,6.5,1.6,1.12,NA,NA,864,NA,GntlyInclnd,NA,840000,916000,702000
441,5,46,burwood,3125,20160628,WkDay,TuDay,WrkngDy,sold,TwnHse,3,2,1,55,39,43,N,N,N,N,108.5,116.5,NA,2004,3,2,611000,460,2010,2012,5,17,0.2,17.1,2.4,0.6,1.9,0.95,660000,865000,NA,NA,NA,878000,NA,NA,715000
442,1,119,burwood,3125,20150822,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,31,62,79,Y,N,N,N,108.5,116.5,NA,1950,4,3,324100,420,2006,2015,11.8,18.8,0,18.1,1.2,1.2,4.7,1.97,690000,910000,286,NA,GntlyInclnd,594667,541500,720000,722000
443,12,1923,burwood,3125,20150618,WkDay,ThDay,WrkngDy,sold,TwnHse,4,3,2,42,45,66,N,N,N,N,108.5,116.5,NA,NA,0,0,NA,NA,NA,NA,10.7,12.7,1,16.9,1.6,0.6,1.8,1.41,NA,NA,1044,NA,ModInclnd,NA,NA,NA,742000
444,NA,6,burwood,3125,20150516,WkEnd,SDay,WrkngDy,sold,VacLnd,NA,NA,0,74,5,41,N,N,N,N,108.5,116.5,317,1980,2,0,190000,NA,1999,NA,11.3,16.2,0,17,2.2,1.3,1.5,2.72,1300000,1740000,317,12.7,GntlyInclnd,1226667,1710000,1890000,745000
445,2,13,burwood,3125,20141207,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,57,20,36,N,N,Y,Y,108.5,116.5,NA,2011,1,4,NA,400,NA,2009,13.8,17.8,14.8,15.7,0.3,0.2,0.3,1.18,845000,1110000,NA,NA,NA,NA,840000,839000,748000
449,5,380,burwood,3125,20171221,WkDay,ThDay,WrkngDy,sold,TwnHse,2,1,1,44,65,62,Y,N,N,N,108.5,116.5,145,2010,2,0,535000,NA,2009,NA,12.3,23.7,0,18.5,16.9,10,1.9,1.83,NA,NA,965,31.5,NrlyLvl,NA,460000,439000,739000
450,5,38,burwood,3125,20171202,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,0,81,72,N,N,Y,N,108.5,116.5,NA,1990,5,2,520000,295,2013,2007,14.7,16.4,20.6,17.7,1.6,0.4,2.2,2.48,NA,NA,NA,NA,NA,NA,670000,739000,710500
451,1,115,burwood,3125,20171115,WkDay,WDay,WrkngDy,sold,Hse,2,1,2,31,62,79,N,N,Y,N,108.5,116.5,296,1989,3,1,296000,220,2005,2003,21.5,31.4,0,18.1,1.1,0.3,3.1,1.94,NA,NA,NA,NA,NA,NA,460000,338000,739000
452,3,13,burwood,3125,20170617,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,2,44,65,62,N,N,N,Y,108.5,116.5,NA,NA,2,0,205000,NA,1999,NA,4.2,15.5,0,18.7,0.7,0.9,0.9,1.75,630000,825000,NA,NA,NA,NA,739000,460000,720000
453,2,107,burwood,3125,20170603,WkEnd,SDay,WrkngDy,sold,AptFlat,2,1,1,31,62,79,N,N,N,N,108.5,116.5,NA,1975,1,0,NA,NA,NA,NA,9.9,14.3,0,18,1.1,0.4,3.1,1.87,520000,680000,NA,NA,NA,716667,670000,739000,700000
454,1,10,burwood,3125,20170320,WkDay,MDay,WrkngDy,sold,AptFlat,2,1,1,41,64,76,N,N,N,N,108.5,116.5,NA,1975,3,0,650000,NA,2014,NA,19.3,28,0,17.1,0.9,0.4,2.3,1.47,660000,865000,852,20.5,NrlyLvl,713167,653000,670000,740000
455,NA,29,burwood,3125,20161121,WkDay,MDay,WrkngDy,sold,TwnHse,3,1,2,52,44,58,Y,N,N,N,108.5,116.5,NA,NA,1,0,NA,NA,NA,NA,17.9,35,0,16.5,1.6,0.5,1,1.67,690000,910000,237,NA,GntlyInclnd,896333,1300000,1650000,700000
456,11,1,burwood,3125,20160830,WkDay,TuDay,WrkngDy,sold,Hse,3,2,2,64,21,45,Y,N,N,N,108.5,116.5,2029,1999,3,0,350000,NA,2004,NA,10.2,16.8,0,17.4,0.8,0.5,0.8,1.33,NA,NA,NA,NA,NA,NA,1250000,882000,750000
457,NA,1,burwood,3125,20151102,WkDay,MDay,WrkngDy,sold,AptFlat,3,1,1,65,23,42,Y,N,N,N,108.5,116.5,271,1980,1,0,NA,NA,NA,NA,14.5,16,0,15.9,0.6,0.3,0.5,1.23,NA,NA,NA,NA,NA,893333,541500,1050000,745000
458,4,20,burwood,3125,20150919,WkEnd,SDay,WrkngDy,sold,TwnHse,3,3,1,42,45,66,N,N,Y,N,108.5,116.5,89,2013,2,1,695000,580,2013,2016,6.5,21.3,0,16.9,1.6,1.6,1.8,1.36,1050000,1640000,818,17.4,GntlyInclnd,NA,1340000,1500000,720000
459,2,8,burwood,3125,20150218,WkDay,WDay,WrkngDy,sold,HseTwnHse,2,2,1,65,23,42,Y,N,Y,Y,108.5,116.5,808,2014,1,0,NA,NA,NA,NA,17.7,21.2,0,16,0.5,0.2,0.6,1.29,410000,985000,806,NA,GntlyInclnd,725667,420000,653000,748000
460,NA,5,burwood,3125,20141230,WkDay,TuDay,WrkngDy,sold,TwnHse,3,2,1,52,19,38,Y,N,N,N,108.5,116.5,NA,2015,3,2,652000,530,2008,2011,13.5,23.4,0.2,19.1,2.2,0.3,2.8,0.57,765000,1010000,217,NA,GntlyInclnd,NA,1240000,1480000,705000
461,NA,2,burwood,3125,20141213,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,44,65,62,N,N,Y,N,108.5,116.5,228,2000,3,0,390000,NA,2002,NA,14.4,30.7,0,18.2,1,0.069,1,1.62,925000,1230000,NA,NA,NA,884000,901000,891000,725000
462,2,6,burwood,3125,20141108,WkEnd,SDay,WrkngDy,sold,AptHse,3,2,2,57,33,61,Y,N,Y,Y,108.5,116.5,NA,2003,2,0,450000,NA,2003,NA,18,34.9,0,18.2,2.1,0.2,1.6,2.91,800000,1060000,370,NA,NrlyLvl,990333,900890,882000,726000
463,2,1,burwood,3125,20140827,WkDay,WDay,WrkngDy,sold,AptFlat,3,2,2,42,45,66,Y,N,N,N,108.5,116.5,152,2000,1,2,NA,600,NA,2016,6.7,17.4,0,16.9,1.5,0.5,1.6,1.45,1050000,1640000,697,15.3,GntlyInclnd,NA,1270000,1340000,740000
464,NA,24,burwood,3125,20140822,WkDay,FDay,WrkngDy,sold,Hse,3,2,2,69,26,42,N,N,Y,Y,108.5,116.5,300,1996,5,0,525000,NA,2009,NA,7,20.2,0,19.5,2.6,0.4,0.8,2.11,1030000,1360000,300,NA,NrlyLvl,933333,1190000,1230000,732000
465,NA,12,burwood,3125,20140517,WkEnd,SDay,WrkngDy,sold,Hse,2,1,0,52,44,58,N,N,N,N,108.5,116.5,582,1955,1,0,NA,NA,NA,NA,16.5,20.3,0,16.5,1.9,0.4,1.1,1.62,975000,1290000,582,16.8,NrlyLvl,1208333,1270000,1340000,720000
466,NA,3,burwood,3125,20140222,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,42,43,65,Y,N,Y,N,108.5,116.5,595,1960,2,0,700000,NA,2014,NA,14.1,19.3,0.6,17.1,0.6,0.3,1.7,2.14,1180000,1580000,606,19.7,GntlyInclnd,1500333,1680000,1600000,700000
467,NA,28,burwood,3125,20140106,WkDay,MDay,WrkngDy,sold,Hse,3,1,3,52,44,58,Y,N,Y,N,108.5,116.5,NA,NA,4,0,735000,NA,2014,NA,12.4,18.8,0.8,16.6,2,0.6,1.2,1.47,880000,1170000,629,18.4,GntlyInclnd,1472000,1340000,1500000,735000
514,1,415,burwood,3125,20171016,WkDay,MDay,WrkngDy,sold,TwnHse,3,2,2,51,49,49,N,N,N,N,108.5,116.5,82,2012,2,1,699000,610,2014,2017,11.3,28.6,0,17,0.9,2.5,0.9,0.78,NA,NA,5712,NA,NrlyLvl,NA,1450000,1900000,749900
519,1,14,burwood,3125,20161105,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,47,48,71,Y,N,Y,N,108.5,116.5,NA,1960,3,0,487010,NA,2009,NA,10,16.8,0,17.5,1.9,0.6,1.9,1.11,800000,1060000,NA,NA,NA,NA,1730000,1340000,790000
520,NA,19,burwood,3125,20161011,WkDay,TuDay,WrkngDy,sold,Hse,3,3,1,52,19,38,Y,N,Y,N,108.5,116.5,NA,NA,2,0,445000,NA,2006,NA,7.5,15.1,1.4,19.1,2.1,0.5,2.5,0.65,850000,1620000,219,10.3,ModInclnd,NA,1240000,1480000,787500
521,NA,42,burwood,3125,20160917,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,72,14,37,N,N,Y,N,108.5,116.5,501,1960,1,0,NA,NA,NA,NA,11.1,19.8,0,16.4,0.9,7.4,0.9,1.65,NA,NA,NA,NA,NA,NA,1080000,1200000,757000
522,3,14,burwood,3125,20160710,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,44,65,62,N,N,Y,Y,108.5,116.5,NA,2009,2,1,545000,520,2009,2011,6.5,14.2,0,18.8,1,0.3,0.4,1.72,710000,1320000,778,NA,ModInclnd,886667,900890,795000,790000
523,NA,53,burwood,3125,20160319,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,64,15,53,Y,N,Y,N,108.5,116.5,433,1980,3,0,357500,NA,2005,NA,12,18.8,5.8,16.4,0.6,0.5,0.9,2.46,NA,NA,906,38.1,NrlyLvl,NA,1540000,1650000,800000
524,4,14,burwood,3125,20160121,WkDay,ThDay,WrkngDy,sold,TwnHse,3,2,2,44,65,62,N,N,Y,Y,108.5,116.5,NA,2009,2,2,572000,530,2009,2014,19,26.7,0.8,18.8,1,0.3,0.4,1.72,725000,955000,778,NA,ModInclnd,886667,900890,795000,752500
525,NA,8,burwood,3125,20151107,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,52,19,38,N,N,Y,Y,108.5,116.5,234,2005,2,1,466130,500,2003,2011,11.9,16.8,1.2,19.1,2.1,0.2,2.8,0.58,800000,1060000,234,17.7,NrlyLvl,NA,1240000,1480000,800000
526,3,51,burwood,3125,20150628,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,66,17,46,N,N,Y,Y,108.5,116.5,NA,2013,2,0,755000,NA,2014,NA,9.6,14.5,0,16.6,1.1,0.6,1.2,2.21,690000,910000,698,15.2,GntlyInclnd,877667,541500,1050000,780000
527,NA,11,burwood,3125,20150328,WkEnd,SDay,WrkngDy,sold,TwnHse,4,2,2,66,48,68,Y,N,N,N,108.5,116.5,NA,2015,2,0,760000,NA,2010,NA,12.7,19.1,0,19.4,1.5,0.3,1.7,2.44,880000,1170000,227,NA,NA,985667,1170000,985000,788000
528,2,5,burwood,3125,20150221,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,44,65,62,Y,N,Y,Y,108.5,116.5,591,1980,2,1,74000,400,1986,2010,18.1,36.1,0,18.7,0.8,1,1,1.79,705000,1320000,457,NA,NrlyLvl,1253333,900890,795000,785000
529,2,17,burwood,3125,20141206,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,2,44,65,62,Y,N,N,Y,108.5,116.5,NA,1990,3,0,215000,NA,1997,NA,15.4,22.7,2.6,18.6,0.7,0.9,0.9,1.7,845000,1110000,438,NA,GntlyInclnd,886667,900890,653000,785000
530,NA,10,burwood,3125,20140812,WkDay,TuDay,WrkngDy,sold,Hse,3,1,0,53,30,64,N,N,N,N,108.5,116.5,590,1960,2,2,765000,350,2014,2009,6.2,11.9,0.6,18.3,1.6,0.1,2.2,2.09,1120000,1510000,592,15.3,NrlyLvl,1248667,1200000,780000,765000
531,4,3537,burwood,3125,20140531,WkEnd,SDay,WrkngDy,sold,AptFlat,3,2,1,51,49,49,Y,N,Y,N,108.5,116.5,307,2006,0,0,NA,NA,NA,NA,7.5,18.9,0,17.2,1.6,0.4,1.1,1.66,NA,NA,277,NA,NrlyLvl,946667,NA,NA,765000
532,NA,1,burwood,3125,20140531,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,69,26,42,Y,N,N,Y,108.5,116.5,312,1996,6,0,470000,NA,2006,NA,7.5,18.9,0,19.3,2,0.1,0.6,2.24,1080000,1430000,312,NA,GntlyInclnd,1268167,1410000,1190000,800000
533,NA,12,burwood,3125,20140503,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,53,30,64,N,N,Y,N,108.5,116.5,590,1960,2,0,130000,NA,1992,NA,9.8,16,1.4,18.3,1.7,0.2,2.2,2.09,1240000,1660000,590,15.3,NrlyLvl,1273333,891000,1300000,755000
